Unnamed: 0,Gender,TypeofDisability,castecategory,Religion,Candidate State,Candidate District,PartnerName,TC State,TC District,TC Constituency,TC Name,SectorName,JobRole,TotalCandidatesinBatch,Result,Certified,agegroup,EducationLevel,placed
122216,2,1,2,3,1,428,45,1,430,394,1760,14,27,1,4,2,3,2,2
74295,1,1,3,1,11,381,268,11,446,349,466,1,33,1,1,1,2,2,1
136619,1,1,3,3,12,97,23,12,169,23,3020,7,47,1,1,1,3,2,1
74363,1,1,4,3,5,171,39,5,39,39,40,1,1,1,1,1,3,2,2
86232,1,1,3,3,5,42,465,5,43,42,4953,5,5,1,1,1,2,3,2
132514,2,1,1,5,9,70,224,9,69,70,4361,15,32,1,1,1,3,2,1
124315,2,1,1,3,5,345,953,5,343,320,6354,4,4,1,1,1,2,3,2
3673,2,1,4,3,5,409,73,5,405,373,2231,19,101,1,1,1,4,2,2
70364,2,1,4,3,14,484,45,14,476,427,2389,15,82,1,3,2,3,2,2
33165,2,1,3,1,7,13,30,7,13,13,721,3,3,1,1,1,2,3,1
17589,2,1,1,3,8,214,144,8,16,16,3505,3,9,1,1,1,3,3,2
47599,1,1,3,1,12,48,30,12,49,48,1283,1,59,1,1,1,3,3,2
121050,2,1,1,3,3,411,568,3,306,54,1281,4,4,8,2,2,3,2,2
121128,2,1,4,3,1,182,14,1,484,73,1353,3,9,1,4,2,3,3,2
72965,1,1,3,3,6,131,480,6,128,50,3598,3,45,1,1,1,3,3,1
106673,2,1,1,1,14,40,54,14,40,270,446,3,19,1,1,2,2,2,2
121306,2,1,2,1,11,93,45,11,498,145,1429,19,46,1,1,1,2,2,2
123869,2,1,1,3,5,71,341,5,70,71,4154,3,9,1,1,1,4,3,2
6148,1,1,1,3,8,220,49,8,218,85,316,12,17,1,3,2,3,3,2
50497,1,1,1,3,6,12,271,6,12,12,475,7,11,1,4,2,4,2,2
3967,1,1,4,4,3,124,372,3,120,6,1585,1,1,1,1,1,7,2,1
120509,2,1,1,3,8,88,265,8,218,85,460,12,17,1,1,1,3,2,1
93909,2,1,2,6,19,582,237,19,574,300,388,15,58,1,2,2,4,2,2
89812,1,1,3,1,22,73,14,25,419,388,946,3,20,1,1,1,2,3,2
105593,1,1,2,3,6,140,45,6,137,133,441,7,10,17,1,1,3,2,1
53547,2,2,3,5,20,301,274,20,302,62,484,13,6,1,1,1,2,3,2
115474,2,1,4,1,1,190,54,1,1,1,6264,3,3,1,2,2,3,2,2
25626,1,1,4,3,22,225,212,25,225,146,328,1,8,1,3,2,6,2,2
48306,1,1,4,3,5,187,126,5,185,178,1567,9,35,4,1,1,3,3,2
119655,2,1,3,3,12,267,67,12,268,201,653,5,5,1,1,1,3,3,2
131956,1,1,3,4,20,266,887,20,238,107,2353,21,53,16,1,1,2,3,1
13057,1,1,4,3,22,361,87,25,572,496,2082,14,136,1,1,1,2,2,1
25258,1,1,1,1,1,182,259,1,484,73,4027,3,9,1,3,2,2,3,2
128719,2,1,3,3,5,406,134,5,435,399,1692,3,9,1,1,1,2,3,1
88344,1,1,1,3,8,220,208,8,218,85,3025,1,1,1,1,1,2,3,1
137196,1,1,3,2,4,404,346,4,401,369,2310,7,10,1,1,1,2,3,2
127003,2,1,3,3,14,32,54,14,52,52,56,2,15,1,1,1,4,3,1
71687,2,1,1,1,9,218,38,9,38,38,39,3,19,1,1,1,3,3,2
149930,1,1,4,1,5,352,396,5,349,326,779,8,89,1,1,1,2,2,1
127685,1,1,3,4,24,148,19,23,389,285,774,1,59,3,1,1,4,2,1
11916,2,1,3,1,13,84,59,13,187,82,365,3,9,1,1,1,3,3,1
43204,2,1,1,3,6,260,99,6,263,254,1784,12,17,1,1,1,4,3,2
81016,1,1,1,1,5,136,882,5,133,128,2338,6,6,1,2,2,4,3,2
2648,2,1,3,5,13,76,211,13,74,180,1481,3,9,1,1,1,3,5,2
112519,1,1,4,3,5,136,1824,5,133,128,5917,1,8,1,1,1,3,2,2
111577,1,1,1,3,4,312,183,4,37,297,3994,1,1,1,1,1,5,3,1
68332,2,1,2,3,6,140,171,6,137,133,626,12,100,1,1,1,4,2,2
36222,1,1,4,1,23,403,84,22,400,368,831,1,24,1,1,1,4,2,1
99069,2,1,1,3,6,179,99,6,178,170,429,12,17,1,1,1,3,3,2
14938,1,1,3,3,21,85,87,21,83,83,99,1,24,1,1,1,4,2,1
121774,2,1,4,3,5,7,38,5,361,93,1156,12,17,1,3,2,3,3,1
99920,2,1,3,1,24,371,87,23,320,302,529,6,41,1,2,2,3,3,2
127836,2,1,1,3,1,72,45,1,198,72,3412,18,37,5,1,1,4,3,1
91221,2,1,4,7,15,96,102,15,93,45,5985,3,9,1,1,1,3,2,2
117284,1,1,1,3,2,563,19,2,577,336,2132,6,81,1,1,1,5,3,2
83689,2,1,3,3,5,252,1906,5,254,244,4787,25,73,1,1,1,2,5,2
28126,1,1,1,4,4,185,282,4,183,176,3250,1,1,1,1,1,6,2,1
16354,1,1,1,3,1,114,136,1,111,231,1863,1,1,1,1,1,4,2,2
31923,2,1,1,3,11,242,1565,11,244,234,4884,12,17,1,1,1,5,2,2
100215,1,1,3,3,6,79,579,6,77,78,6819,6,6,1,1,1,4,3,1
12221,2,1,4,3,11,183,45,11,181,175,251,19,46,1,1,1,4,3,1
30206,2,1,3,3,13,26,87,13,26,481,1821,14,27,1,3,2,5,5,2
75319,1,1,1,3,18,288,142,18,426,263,968,1,1,6,4,2,3,2,2
49064,2,1,1,5,5,29,11,5,29,29,245,4,4,1,1,1,2,3,1
74933,1,1,1,3,18,331,214,18,329,242,1118,1,8,1,1,1,6,5,1
98752,2,1,1,3,14,464,929,14,602,296,4178,3,9,2,1,1,2,3,1
34633,1,1,3,1,7,373,30,7,126,13,164,1,24,1,1,1,2,2,2
94030,2,1,1,3,8,300,397,8,301,89,1622,25,73,1,1,1,4,5,2
26930,1,1,4,3,19,60,132,19,175,61,171,5,5,1,3,2,3,2,2
15975,2,1,3,5,20,170,1576,20,168,161,4923,6,6,1,1,1,2,3,1
14416,2,1,1,1,11,93,45,11,498,145,1429,19,40,1,1,1,2,2,2
89366,1,1,2,4,9,18,59,9,411,380,2286,1,24,1,1,1,4,3,1
26594,2,1,1,3,16,98,34,16,94,436,3126,12,17,1,1,1,2,3,1
26791,2,1,3,3,14,311,373,14,312,348,725,4,7,1,1,1,4,2,2
139912,2,1,1,3,1,450,136,1,535,406,1998,3,9,1,1,1,4,2,2
58274,2,1,1,3,8,91,91,8,89,88,105,3,9,1,1,1,3,3,2
134278,1,1,3,1,21,255,623,21,262,249,1842,17,72,1,1,1,3,3,1
69435,2,1,3,5,20,61,66,20,647,62,6031,6,6,1,3,2,2,3,1
103592,2,1,1,3,6,47,579,6,48,47,3704,3,9,1,1,1,2,5,1
149215,1,1,4,3,21,510,755,21,496,446,4918,7,62,1,1,1,5,2,1
65260,1,1,3,3,6,17,125,6,17,17,160,9,13,2,3,2,2,3,2
105018,1,1,1,1,16,49,438,16,50,49,4190,15,82,1,1,1,2,3,1
21335,2,1,4,3,5,345,448,5,343,320,920,9,36,11,1,1,3,3,2
93522,1,1,3,3,5,157,289,3,53,53,535,1,24,1,1,1,6,2,1
102840,1,1,4,3,1,114,111,1,111,108,140,1,1,1,2,2,6,2,2
41653,1,1,2,3,17,646,135,17,486,372,1273,9,36,9,1,1,3,3,1
54011,2,1,1,1,5,483,11,5,226,217,329,9,36,1,1,1,2,3,1
148878,2,1,1,3,5,58,147,5,58,59,3640,4,4,1,1,1,3,3,2
115795,1,1,1,3,1,190,258,1,188,182,5160,10,25,1,1,1,6,2,1
40211,2,1,1,3,4,576,377,4,183,404,1027,3,20,1,1,1,5,5,2
79664,1,1,4,1,1,239,54,1,622,231,2953,6,55,1,1,1,2,2,1
131463,1,1,1,3,4,437,282,4,37,37,4221,1,1,1,1,1,4,2,1
72958,2,1,3,5,11,242,64,11,244,234,358,6,6,2,1,1,2,3,1
5076,2,1,1,3,6,131,490,6,128,50,1047,3,19,1,1,1,3,3,2
148145,2,1,1,1,13,50,87,13,51,365,3097,17,31,1,1,1,1,3,2
98077,1,1,1,1,11,448,157,11,442,405,6515,5,42,1,3,2,2,3,2
60421,2,1,1,1,5,365,11,5,364,346,718,12,17,1,3,2,2,3,2
133443,1,2,1,1,5,187,293,5,185,178,5445,13,7,1,1,1,5,2,2
77192,1,1,3,3,18,338,84,18,213,206,991,7,10,1,3,2,6,2,2
144705,1,1,3,3,4,404,67,4,401,504,141,5,5,1,1,1,5,3,2
19299,2,1,1,1,22,427,47,14,360,189,670,19,115,8,1,1,2,2,2
23100,2,1,1,3,8,206,194,8,203,196,1042,9,13,1,1,1,3,2,1
147061,2,1,1,3,16,98,2011,16,96,94,6558,17,31,1,1,1,3,3,2
139253,1,1,3,3,8,90,335,8,88,87,638,7,47,1,1,1,3,2,2
32515,1,1,1,1,6,131,387,6,128,50,3872,5,5,1,1,1,2,3,1
109506,1,1,3,3,21,384,755,21,378,352,1914,11,30,1,1,1,4,5,1
40518,2,1,1,3,8,230,224,8,233,88,916,4,70,1,1,1,3,2,1
38460,2,1,1,3,5,213,61,5,210,203,302,5,22,2,1,1,2,2,1
48208,1,1,1,4,5,126,447,5,122,119,918,1,1,9,4,2,3,3,2
33235,2,1,1,3,8,106,243,8,102,99,403,10,105,1,1,1,4,3,1
11043,2,1,1,3,11,356,1355,11,270,260,4187,9,13,1,3,2,3,3,2
2757,1,1,3,4,6,12,56,6,12,12,60,4,7,1,1,1,2,3,2
149252,2,1,1,3,14,487,54,14,478,187,1230,3,9,1,1,1,2,3,1
103346,1,1,3,3,8,80,982,8,78,79,2741,21,53,8,1,1,3,5,1
117476,2,1,1,3,12,48,1821,12,49,48,5911,9,13,1,1,1,2,3,1
116012,1,1,3,3,5,398,130,5,397,366,4790,7,11,1,1,1,5,2,1
126553,2,1,3,1,2,329,258,2,328,336,2788,4,70,1,2,2,4,3,2
7520,2,1,3,3,22,153,14,25,151,243,375,20,51,2,4,2,3,4,2
137845,1,1,3,3,9,218,2356,5,349,326,7651,3,9,1,4,2,3,5,2
63007,1,1,3,4,5,42,465,5,43,42,979,1,1,1,1,1,5,3,2
31579,1,1,1,4,22,154,136,25,152,147,6111,5,66,1,1,1,3,3,1
113056,2,1,1,3,5,259,293,5,179,171,1571,21,53,1,1,1,3,3,2
104567,1,1,3,5,20,61,758,20,61,62,1917,6,81,1,1,1,2,3,1
137578,2,1,1,1,17,646,135,17,486,372,1273,9,21,1,1,1,2,3,2
20900,2,1,3,3,15,110,316,15,101,98,1620,10,25,1,1,1,3,2,1
138348,2,1,1,1,8,74,11,8,72,74,470,4,4,1,1,1,2,2,2
87913,2,1,3,3,14,197,45,14,47,46,2568,12,186,1,4,2,5,2,2
80181,1,1,4,7,15,282,156,15,491,429,4579,3,9,9,1,1,3,3,2
26925,2,1,3,5,18,441,553,18,539,398,1232,31,157,1,1,1,3,3,2
3848,1,1,1,5,23,81,84,22,79,80,95,21,111,2,4,2,3,2,2
141043,1,1,1,3,1,280,19,1,64,114,3381,3,45,2,1,1,4,5,2
67400,1,1,1,3,4,37,282,4,37,37,4221,1,1,1,1,1,4,3,1
94733,1,1,1,3,12,23,67,12,23,23,114,7,10,1,1,1,3,2,2
138863,2,1,3,3,9,544,19,9,19,19,7352,3,9,1,3,2,3,3,2
78377,2,1,1,3,14,325,47,14,326,46,552,4,7,1,1,1,4,2,1
80659,2,1,1,5,5,346,288,5,344,321,603,9,76,1,1,1,4,3,2
22254,1,1,1,3,3,6,401,3,6,6,787,3,9,1,3,2,4,3,2
122242,2,1,1,3,6,131,156,6,25,50,681,12,17,1,1,1,2,2,2
93115,2,1,3,3,6,12,67,6,8,8,2325,5,5,1,1,1,4,2,1
117580,1,1,3,3,15,110,207,15,101,98,322,3,9,1,1,1,3,3,2
89529,1,1,3,3,12,267,1213,3,398,230,3629,2,34,12,4,2,3,3,2
41225,1,1,4,3,24,148,19,23,146,141,1568,3,9,1,3,2,4,5,2
24991,2,1,1,5,3,133,4,3,130,64,425,4,4,1,1,1,4,2,1
43059,2,1,1,7,15,263,432,15,260,251,1398,3,9,1,1,1,3,5,2
105542,2,1,1,3,5,39,11,5,321,303,531,31,174,1,1,1,2,3,1
19821,1,1,3,3,8,245,11,8,247,237,832,4,4,1,1,1,3,3,1
125920,2,1,1,3,5,247,94,5,250,39,368,3,20,9,1,1,3,3,1
46395,1,1,3,4,24,476,19,23,468,420,1247,4,7,1,1,1,3,3,1
47380,1,1,3,1,6,327,17,6,327,10,1016,5,22,1,1,1,3,3,1
76498,2,1,3,1,22,153,14,25,151,243,375,9,35,1,1,1,3,3,2
54007,1,1,1,3,21,558,268,21,497,448,1407,10,18,1,1,1,4,2,1
68440,1,1,3,3,6,12,271,6,12,12,5068,7,11,1,1,1,3,2,2
34698,2,1,1,1,21,528,87,21,521,462,1574,17,31,1,1,1,3,3,1
129403,1,1,4,3,15,254,156,15,257,248,1415,6,6,1,3,2,3,3,2
9584,1,1,1,3,12,48,961,12,49,48,2647,7,10,1,1,1,2,2,2
107384,1,1,1,3,17,503,166,17,173,165,231,27,126,1,4,2,6,2,2
93722,1,1,1,4,8,477,399,8,469,423,4005,7,11,1,1,1,5,3,2
38360,2,1,4,1,8,339,11,8,337,204,588,9,13,1,1,1,2,3,1
65344,2,1,1,1,25,224,1143,24,224,198,3386,2,123,1,2,2,3,2,2
93991,1,1,3,3,5,226,1593,5,227,218,7555,6,86,1,1,1,3,3,2
109520,2,1,1,3,6,12,343,6,12,12,5835,4,4,1,1,1,3,3,1
45217,1,1,3,4,20,266,458,20,238,107,953,1,1,1,3,2,4,2,2
26368,1,1,3,3,20,113,45,20,110,107,2341,1,1,1,3,2,4,3,2
65111,1,1,3,3,8,587,11,8,275,60,421,11,69,1,3,2,3,3,2
65425,2,1,4,3,3,4,2023,3,4,4,7245,6,6,7,1,1,5,5,2
133796,2,1,4,7,15,195,496,15,192,186,5372,10,14,2,1,1,6,2,1
43675,1,1,1,3,11,244,1347,11,246,236,4143,1,1,1,1,1,3,5,1
111087,1,1,3,1,20,202,200,20,566,174,1988,5,5,1,1,1,1,2,2
5073,1,1,1,1,2,537,19,2,369,336,704,4,4,1,1,1,2,3,2
88538,1,1,3,3,14,513,2309,14,455,414,7514,1,1,1,1,1,4,2,2
111092,2,1,3,3,13,189,59,13,187,387,940,17,31,1,1,1,3,3,2
114773,1,1,1,3,3,531,303,3,130,64,7281,7,52,2,1,1,3,2,1
146037,2,1,1,3,6,140,668,6,137,133,1625,11,207,1,1,1,2,5,1
88242,1,1,1,4,4,185,282,4,183,176,3250,1,1,1,1,1,4,3,1
89162,2,1,4,1,21,517,87,21,501,450,1441,5,66,1,1,1,5,3,2
105744,1,1,1,3,3,133,1579,3,90,64,4940,6,6,1,1,1,4,5,2
82428,1,1,3,1,24,309,87,23,311,294,501,1,8,1,1,1,4,2,1
52394,1,1,3,3,21,458,532,21,452,411,1174,27,146,1,1,1,7,2,1
53143,1,1,1,3,11,470,59,11,461,357,1125,11,30,1,1,1,3,5,1
105562,1,1,3,3,30,258,720,30,303,286,1805,1,8,6,1,1,6,2,1
88655,1,1,3,3,5,353,11,5,344,321,1185,1,1,1,1,1,2,3,1
149349,2,1,3,3,3,169,59,3,167,3,557,3,9,1,1,1,3,3,1
94093,1,1,1,3,1,114,1833,1,64,114,5961,9,35,4,3,2,2,3,2
19314,1,1,1,1,5,409,67,5,405,441,141,8,28,1,1,1,2,2,2
82508,1,1,3,2,23,194,1106,22,191,185,3249,4,7,6,1,1,3,3,2
132493,2,1,1,4,8,15,71,8,15,15,4696,9,76,1,1,1,5,3,1
75723,2,1,1,1,8,326,1130,8,202,33,3343,15,112,1,1,1,2,3,2
38137,1,1,1,3,4,430,212,4,421,489,2941,1,1,1,1,1,6,5,1
85865,2,1,1,1,8,372,90,8,403,318,2785,15,32,1,3,2,3,3,2
146989,2,1,1,3,6,140,68,6,137,133,7097,9,36,1,1,1,2,3,2
97485,1,1,1,1,16,219,135,16,487,210,1274,17,75,1,1,2,5,3,2
72636,2,1,3,3,3,69,3,3,68,4,82,12,17,1,1,1,4,2,1
43725,2,1,3,3,7,624,60,7,514,458,6716,3,39,1,1,1,3,3,1
14368,2,1,3,3,3,169,132,3,167,3,171,3,9,1,1,1,3,3,1
75128,1,1,3,1,11,559,30,11,550,482,1836,7,62,1,2,2,5,2,2
29192,2,1,3,3,24,371,19,23,368,213,700,3,45,1,1,1,4,4,2
105244,2,1,1,1,9,203,38,9,200,193,1445,3,38,1,1,1,4,3,2
91614,1,1,3,1,14,200,54,14,196,189,272,3,44,3,1,1,4,3,1
62852,1,1,3,1,4,347,5,4,5,5,5,6,41,1,1,1,6,3,2
126681,1,1,1,3,20,113,174,20,110,174,248,1,1,1,1,1,5,2,1
31968,2,1,1,3,3,9,153,3,9,9,5864,15,32,1,1,1,2,2,1
35314,1,1,3,1,19,348,30,19,361,93,2841,1,59,1,1,1,2,3,2
98911,1,1,1,4,20,61,258,20,371,62,7127,9,35,1,1,1,3,5,2
77189,2,1,1,1,5,75,61,5,73,75,89,5,48,1,1,1,2,2,1
41198,2,1,4,3,6,131,392,6,128,50,806,3,9,1,1,1,4,3,1
3579,1,1,1,3,23,204,192,22,201,426,2194,3,9,1,1,1,2,5,2
66076,1,1,1,4,5,66,284,5,65,67,738,6,6,1,3,2,3,3,2
8860,2,1,1,3,5,42,43,3,280,41,432,18,37,1,1,1,3,2,2
43583,2,1,4,1,5,226,59,5,227,218,330,9,35,1,3,2,2,3,2
36864,1,1,3,3,3,78,436,3,76,6,6402,1,1,1,1,1,3,2,1
23375,2,1,4,3,15,92,10,15,260,251,3232,11,30,1,1,1,4,3,2
124537,1,1,1,3,6,140,137,6,137,133,178,25,73,1,1,1,3,5,2
397,1,1,1,3,5,249,73,5,115,240,372,3,19,1,1,1,2,3,1
23481,2,1,1,3,8,335,87,8,334,87,720,6,64,7,1,1,4,3,1
40781,2,1,2,1,16,164,311,16,161,156,3382,9,35,1,4,2,3,3,2
111571,2,1,4,1,11,141,59,11,138,134,179,3,9,1,4,2,2,5,2
56897,2,1,4,1,11,256,64,11,259,250,1788,9,21,1,1,1,2,3,2
102124,1,1,4,3,7,366,45,7,235,225,4619,9,35,1,1,1,3,3,2
41363,1,1,1,5,1,190,212,1,188,182,1130,1,1,1,1,1,5,2,1
101447,2,1,3,4,15,96,266,15,93,45,6044,4,4,1,3,2,3,2,2
2412,1,1,3,3,6,12,679,6,12,12,1670,7,47,1,1,1,3,2,1
144579,1,1,3,3,3,69,133,3,68,4,1956,27,126,1,1,1,3,2,1
72974,2,1,1,1,8,339,11,8,337,204,588,9,13,1,4,2,2,3,2
32471,2,1,1,3,16,355,34,16,354,329,1875,12,17,6,1,1,4,3,1
147379,2,1,1,3,13,310,87,13,172,474,1782,12,17,1,1,1,4,5,1
79649,1,1,3,4,5,43,283,5,44,43,2234,1,24,1,1,1,3,2,2
72923,1,1,1,4,6,140,561,6,137,133,3084,5,5,1,1,1,3,3,1
27034,2,1,1,1,11,370,93,3,90,64,107,19,46,13,2,2,3,3,2
50998,1,1,3,3,13,122,1548,13,118,295,4817,7,47,1,1,1,5,5,2
11256,2,1,4,3,5,346,1324,5,344,321,4065,3,45,1,1,1,3,3,1
6246,1,1,4,3,1,627,258,1,198,72,3128,1,1,1,1,1,2,2,2
103076,1,1,3,1,24,519,19,23,503,451,1454,1,59,1,2,2,5,3,2
134679,1,1,3,3,22,174,136,25,248,238,364,4,4,1,1,1,4,3,2
13340,1,1,1,3,1,65,14,1,14,123,424,22,91,1,1,1,3,5,2
114477,2,1,4,1,6,327,17,6,327,10,1016,5,22,1,1,1,2,2,2
89663,2,1,1,3,7,233,335,7,235,225,5272,12,17,1,1,1,2,3,1
102822,1,1,3,3,9,162,721,9,75,331,1807,7,10,1,1,1,5,5,2
142972,1,1,3,3,5,43,1340,5,44,43,4117,4,7,1,1,1,2,2,2
1551,1,1,3,3,8,16,540,8,16,16,1197,1,1,9,1,1,3,2,1
41604,2,1,3,3,6,212,2037,6,208,202,6647,9,35,1,1,1,2,3,2
33512,1,1,3,3,28,217,681,15,277,216,2447,7,10,1,1,1,4,3,1
82584,1,1,3,5,5,290,98,5,217,274,119,4,70,1,3,2,3,3,2
29446,2,1,3,3,14,200,418,14,196,189,839,4,4,1,3,2,2,3,2
79407,1,1,1,3,15,110,316,15,101,98,610,1,1,1,3,2,5,2,2
4601,1,1,3,1,13,176,59,13,82,82,98,1,24,1,1,1,4,6,1
79603,2,1,3,3,5,75,61,5,73,75,89,5,22,1,3,2,2,3,2
96896,1,1,3,3,8,432,1100,8,422,74,5167,1,1,1,1,1,3,3,1
94043,1,1,3,7,15,195,842,15,192,186,3331,1,24,1,1,1,4,2,2
139323,2,1,1,5,5,56,103,5,103,100,2238,3,19,1,1,1,5,2,1
141272,2,1,1,1,6,10,957,6,10,10,5270,5,5,1,1,1,3,3,1
35350,1,1,1,1,5,31,45,5,115,240,893,9,35,1,1,1,3,3,2
148802,1,1,4,4,3,78,117,3,76,6,7662,1,1,1,1,1,3,3,1
77376,2,1,3,3,13,26,671,13,26,261,1639,10,65,1,1,1,6,2,2
125224,2,1,1,1,11,268,30,11,586,482,3762,3,38,1,3,2,3,3,2
31361,1,1,3,1,15,426,30,15,418,386,3668,1,59,1,2,2,3,3,2
70892,2,1,4,3,1,182,1071,4,352,123,3548,23,63,1,1,1,4,2,1
131364,2,1,1,5,21,458,1039,21,452,446,2954,3,9,1,1,1,3,2,2
132138,1,1,1,5,18,313,142,18,315,299,511,25,73,1,4,2,4,5,2
75755,2,1,1,3,7,233,946,7,235,225,4127,19,40,1,1,1,3,2,1
58335,1,1,3,3,22,174,258,25,248,307,6627,6,6,5,3,2,4,6,2
136420,2,1,3,3,11,242,64,11,244,234,358,9,36,1,1,1,3,3,2
138535,2,1,3,1,22,153,14,25,151,243,375,6,6,1,4,2,2,2,2
141361,2,1,3,1,12,23,203,12,174,201,3369,4,70,1,1,1,2,3,2
92098,1,1,3,3,12,30,2265,12,30,30,7359,4,4,1,1,1,1,2,2
84748,2,1,1,3,6,8,440,6,8,8,3813,3,93,1,1,1,2,3,2
82213,1,1,2,3,18,129,59,18,125,122,161,1,24,1,1,1,3,2,1
87450,1,1,3,3,12,23,67,12,174,23,114,5,5,1,1,1,4,2,2
60892,1,1,4,1,17,67,74,17,66,68,80,1,1,1,1,1,2,2,2
132624,1,1,1,3,5,294,509,5,44,43,1090,7,47,1,3,2,5,5,2
90092,1,1,1,5,7,13,133,7,13,13,4080,7,47,1,1,1,3,2,1
34870,2,1,3,6,13,414,59,13,410,379,882,9,35,1,1,1,3,3,2
3449,1,1,3,3,3,35,652,3,35,35,1561,1,1,1,1,1,7,2,1
99981,2,1,3,3,5,483,11,5,226,217,329,9,21,6,3,2,4,3,2
22574,2,1,3,4,20,202,200,20,238,107,5602,4,4,1,1,1,3,2,2
57625,2,2,4,1,6,83,766,6,81,78,1940,13,7,1,1,1,5,2,1
40408,1,1,3,3,8,432,310,8,269,258,2691,9,35,1,1,1,3,3,2
131602,1,1,3,1,5,352,978,5,349,326,4805,1,1,1,1,1,3,2,2
57603,2,1,2,1,9,500,38,9,24,24,1337,5,48,6,1,1,4,3,1
77252,1,1,3,1,18,55,59,18,55,56,63,7,10,1,1,1,3,5,1
58800,1,1,1,3,1,65,566,1,64,66,1286,1,1,1,1,1,3,2,1
14600,2,1,3,3,4,143,140,4,294,264,464,7,10,1,1,1,5,2,1
28887,1,1,1,3,4,437,377,4,5,322,969,9,36,1,1,1,3,3,2
3689,1,1,1,1,5,109,67,5,107,104,141,8,28,1,1,1,4,3,2
115668,2,1,3,3,3,6,45,3,6,6,4180,9,35,3,1,1,3,3,2
973,1,1,1,3,11,244,59,11,246,236,825,7,10,1,1,1,3,2,2
89474,1,1,3,3,18,286,142,18,285,271,447,4,70,1,1,1,3,5,2
143646,1,1,3,1,21,85,459,21,83,83,2757,1,8,1,1,1,4,2,2
114382,2,1,3,5,20,61,19,20,113,110,142,6,81,1,1,1,2,3,2
109595,2,1,4,3,3,304,59,3,306,54,1054,9,35,1,1,1,3,3,1
20859,1,1,4,1,17,303,135,17,305,288,1724,17,75,1,1,1,4,3,2
147508,2,1,3,5,18,551,534,18,543,475,1177,3,45,1,3,2,4,3,2
108741,1,1,3,1,5,262,599,5,265,256,1380,1,1,1,2,2,3,2,2
22709,1,1,4,1,8,335,87,8,334,87,720,1,59,1,1,1,2,2,2
103627,2,1,1,1,5,118,114,5,115,112,145,3,9,1,1,1,2,3,2
44794,1,1,4,1,5,168,45,5,166,160,1613,1,24,1,1,1,2,2,2
112379,2,1,1,3,8,449,115,8,443,16,1051,4,7,1,1,1,4,3,2
58194,2,1,2,3,8,488,34,8,380,354,748,12,17,1,3,2,2,3,2
19097,1,1,1,3,13,26,788,13,26,261,2013,7,10,5,1,1,3,3,1
100499,1,1,3,1,4,404,346,4,401,369,2310,9,36,1,1,1,2,3,2
125484,2,1,3,5,9,218,114,9,216,209,773,9,102,1,1,1,2,2,1
429,1,1,3,1,12,265,59,12,158,48,399,17,90,1,1,1,3,3,2
13100,2,1,3,5,6,459,570,6,453,412,1285,3,45,2,1,1,6,5,2
73905,1,1,3,1,1,65,14,1,64,66,2112,1,8,3,4,2,3,2,2
7848,1,1,1,3,5,409,45,5,405,373,855,9,35,1,1,1,4,3,1
32785,2,1,3,3,14,336,47,14,455,414,2867,3,45,1,1,1,3,3,2
30522,2,1,4,3,3,124,44,3,120,230,354,3,20,1,1,1,3,3,2
33789,1,1,4,4,5,56,103,5,103,100,2494,3,19,1,3,2,3,2,2
133705,1,1,3,3,15,279,1317,15,277,214,4039,7,10,1,1,1,4,3,1
123344,2,1,3,5,9,453,73,9,448,409,1074,3,9,1,4,2,2,2,2
64040,2,1,3,5,11,244,59,11,246,408,1431,2,2,1,1,1,2,2,1
26820,1,1,1,7,6,25,1425,6,25,50,4425,1,1,1,1,1,3,3,1
90105,1,1,1,1,5,285,905,5,284,138,3752,5,22,1,1,1,1,3,2
12673,1,1,3,3,5,157,723,5,155,150,1816,2,15,1,1,1,4,3,1
120062,2,1,1,3,14,336,1239,14,455,414,3738,19,124,3,1,1,3,4,2
126885,1,1,3,7,15,195,132,15,192,186,171,5,5,1,1,1,3,2,1
116233,1,1,3,4,8,135,71,8,132,127,3219,9,43,1,4,2,2,3,2
35320,1,1,4,1,19,317,361,19,318,300,5446,1,1,1,1,1,4,2,2
36292,1,1,3,1,4,185,336,4,183,404,642,1,59,1,1,1,3,5,2
69053,2,1,2,3,18,632,142,18,596,364,2483,4,70,2,1,1,4,5,2
39480,2,1,3,5,11,399,105,11,105,102,131,20,51,1,1,1,3,2,2
62189,1,1,3,4,4,420,5,4,413,382,5,6,41,1,3,2,3,5,2
19024,2,1,3,1,13,421,115,13,414,383,4738,5,22,1,1,1,2,3,2
72719,2,1,4,3,16,98,34,16,94,436,3126,11,16,1,1,1,4,5,1
76650,1,1,3,3,24,148,19,23,146,306,1595,11,16,1,1,1,3,5,1
29959,2,1,1,3,3,9,589,3,9,9,6126,6,6,1,1,1,2,3,1
32641,2,1,4,3,5,359,99,5,359,333,1426,2,60,1,1,1,4,3,2
98697,1,1,4,1,18,632,12,18,499,364,5968,10,14,1,1,1,2,3,1
144036,1,1,1,3,21,528,803,21,521,63,5102,1,1,1,1,1,3,2,1
128977,1,1,4,3,14,374,247,14,325,309,548,7,10,1,1,1,3,3,2
105261,1,1,3,4,2,422,221,2,369,336,905,3,9,1,1,1,3,5,2
117897,2,1,3,3,11,328,54,11,464,417,5275,11,30,12,1,1,3,3,2
118165,1,1,1,3,17,474,135,17,230,65,2592,17,75,1,4,2,3,3,2
